name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info
Retreat at South Connecticut,Retreat Behavioral Health,915 Ella T Grasso Boulevard,,New Haven,CT,06519,855-802-6600,203-873-9768,,,,SA DT SUMH * RES RD RS * BU NU * INPE * ACMA PMAT * AUINPE * UB UN RPN MOA DLC MWS * ACM DSF BSDM BWN BWON BERI NXN VTRL CLND MMD NRT NSC * ANG BIA CBT CMI MOTI RELP SACA TELE TRC TWFA * PVTP * STDH CARF JC * MI PI SF * AD TAY WN PW MN SE GL VET ADM MF CO COPSU HV XA DV TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * BABA DAOF DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * SHG HS AOSS EMP * TGD * ADTX BDTX CDTX MDTX ODTX MDET * HEOH SAE TCC ICO GCO FCO * SMPD * YAD ADLT * FEM MALE * SP * VPPD * CM MHS TA SPS
State Street Counseling Services,Cornell Scott Hill Health Center,913 State Street,2nd Floor,New Haven,CT,06511,203-503-3660,,,,,SA SUMH * OP OMB ORT * BU NU * INPE PC * PMAT * AUINPE AUPC * BUM UB UN RPN MOA * BWN BWON NXN VTRL CLND MMD NRT NSC * ANG BIA CBT MOTI RELP SACA TELE TRC * PVTN * STAG STMH STDH JC FQHC * FSA MC MD MI PI SF SI * SS * CMHA CSAA ISC OPC STU SSA SMHD * BABA * ACC DP NOE * HS AOSS * TGD TOD * SAE TCC ICO GCO FCO MCO * SMON * YAD ADLT * FEM MALE * SP FX * F30 F66 * VAPN * ACU CM MHS SSD IPC SPS
Substance Use and Addiction Treatment,,1 Long Wharf Drive,,New Haven,CT,06511,203-974-5777,,,,,SA SUMH * OP OMB ORT * PSYH * BU NU * INPE PC * ACMA PMAT * AUINPE AUPC * BUM UB UN RPN MOA MWS * ACM DSF BWN BERI NXN VTRL CLND MMD NRT NSC * ANG BIA CBT CMI MOTI RELP SACA TELE TRC TWFA * STG * STAG STMH STDH HLA JC * FSA MC MD PI SF SI * PA SS * AD TAY WN MN SE CJ CO TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * BABA DAUT * ACC DP NOE OFD * HS AOSS PEER EMP * TGD TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMON * CHLD ADLT * FEM MALE * AH SP FX * F67 * VAPN * ACU CM DVFP MHS SSD TA SPS
The Connection,Recovery House,48 Howe Street,3rd Floor,New Haven,CT,06511,203-946-3081,,,,,SA HH * RES * PC * ACMA * AUPC * MOA * MOTI RELP TWFA * PVTN * NP * WN MN CO * STU SSA SMHD * BABA DAOF DAUT * DP NOE * SHG HS AOSS * HEOH SAE TCC VOC * SMPD * YAD ADLT * FEM MALE * VAPN * CM TA SPS
Veterans Affairs,Connecticut Healthcare System,555 Willard Avenue,Suite 116-A,Newington,CT,06111,860-667-6747,,,,,SA SUMH * OP OIT OMB ORT * GH * BU NU * INPE * PMAT * AUINPE * BUM UB UN MOA * ACM DSF BWN BWON NXN VTRL CLND MMD NRT NSC * ANG CBT CMI MOTI RELP SACA TELE TRC TWFA * FED VAMC * JC * MC MD MI PI SI * SS * WN SE VET CO DV TRMA * CMHA CSAA OPC STU SSA SMHD * BABA DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * TGD TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * HAV HBV * SMON * YAD ADLT * FEM MALE * VAPN * CM MHS IPC SPS
Root Center for Advanced Recovery,Hartford Dispensary/New London Clinic,931 Bank Street,,New London,CT,06320,860-447-2233,860-527-5100,800-862-2181,,,SA SUMH * OP OIT OMB ORT * MU BU NU * PMAT * AUINPE * BUM OTP MM UB UN RPN PAIN * ACM METH BSDM BWN BWON BERI NXN VTRL MHCV LFXD CLND MMD NRT NSC * BIA CBT MOTI RELP SACA TELE TRC TWFA * PVTN * STAG STMH STDH CARF * FSA MC MD PI SF * SS * AD TAY WN PW MN SE GL VET CJ CO COPSU HV XA DV TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD * BABA DAOF DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * SHG HS AOSS PEER EMP * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO * HAV HBV * SMON * CHLD ADLT * FEM MALE * AH SP * VAPN * CM EIH MHS SSD TA IPC
SE Council on Alc and Drug Dep Inc,SCADD/Altruism House Female,62 Coit Street,,New London,CT,06320,860-442-1017,,,,,SA HH SUMH * RES RL * NU * INPE PC * ACMA * AUINPE AUPC * MOA MWS * BIA MOTI RELP SACA TWFA * PVTN * STAG STMH STDH * FSA MD SF * WN * CSAA STU SSA SMHD * BABA DAOF DAUT * ACC DP NOE * SHG HS AOSS RC PEER EMP * HEOH SAE TCC ICO GCO * HBV * SMPD * YAD ADLT SNR * FEM * AH * VPPD * CM SSD SPS
SE Council on Alc and Drug Dep Inc,SCADD/Altruism House/Male,1000 Bank Street,,New London,CT,06320,860-447-1717,,,,,SA HH SUMH * RES RL * NU * INPE PC * ACMA * AUINPE AUPC * MOA MWS * BIA MOTI RELP SACA TWFA * PVTN * STAG STMH STDH * FSA SF * MN SE * CSAA STU SSA SMHD * BABA DAOF DAUT * ACC DP NOE * SHG HS AOSS RC PEER EMP * HEOH SAE TCC ICO GCO * HBV * SMPD * YAD ADLT SNR * MALE * AH * VPPD * CM SSD SPS
SE Council on Alc and Drug Dep Inc,(SCADD)/Detox,47 Coit Street,,New London,CT,06320,860-447-1717,,,,,SA DT SUMH * HI HID * MU BU NU * ACMA * AUINPE AUPC * DB OTP DM UB DLC MWS * METH BWN CLND NRT * MOTI RELP SACA TWFA * PVTN * STAG STDH CARF SOTP * FSA ITU MD MI PI SF SI * WN MN SE * CSAA OPC MHPA STU SSA SMHD PIEC * BABA DAUT TBS * ACC DP NOE OFD * SHG HS AOSS RC PEER * ADTX BDTX ODTX MDET * HEOH SAE TCC ICO GCO * HBV * SMPD * YAD ADLT * FEM MALE * AH * VAPN * CM TA
SE Council on Alc and Drug Dep Inc,SCADD/New London Outpatient,932 Bank Street,,New London,CT,06320,860-447-1717,,,,,SA SUMH * OP OIT OMB ORT * BU NU * INPE RPE PC * ACMA PMAT * AUINPE AURPE AUPC * BUM UB UN MOA MWS * ACM DSF BWN BWON NXN VTRL CLND MMD NRT NSC * ANG BIA CBT MOTI MXM RELP SACA TELE TRC * PVTN * STAG STMH STDH * FSA ITU MD MI PI SF SI * WN MN * CMHA CSAA STU SSA SMHD * BABA DAUT * ACC DP NOE * AOSS RC EMP * HAEC TAEC HEOH SAE TCC ICO GCO VOC * HBV * SMON * YAD ADLT * FEM MALE * AH * VAPN * CM MHS SSD
Sound Community Services Inc,,21 Montauk Avenue,,New London,CT,06320,860-439-6400,,,,,SA SUMH * OP OMB ORT * NU * INPE PC * PMAT * AURPE * UN RPN MOA * ACM DSF NXN VTRL CLND MMD NRT NSC * ANG BIA CBT MOTI MXM RELP SACA TELE TRC TWFA * PVTN * STMH STDH CARF * FSA MC MD MI PI SF SI * SS * TAY CO TRMA * CMHA CSAA ISC OPC STU SSA SMHD * BABA DAUT * ACC DP NOE OFD * SHG HS AOSS PEER * TGD TOD * HEOH SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * SP * VPPD * CM DVFP MHS SSD TA SPS
United Community and Family Services,,351 North Frontage Road,Suite 24,New London,CT,06320,860-442-4319,,,,,SA SUMH * OP OMB ORT * BU NU * INPE RPE * PMAT * AUINPE AURPE * BUM UB UN MOA * BWN NXN VTRL MMD * ANG BIA CBT MOTI RELP SACA TELE TRC * PVTN * STDH FQHC * FSA MC MD MI PI SF * PA SS * AD TAY WN MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD * DAUT HIVT STDT TBS MST HBT HCT * DP NOE * HS AOSS RC PEER EMP * TGD TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMON * ADLT SNR * FEM MALE * VAPN * CM EIH MHS SSD TA IPC SPS
APT Foundation Inc,Orchard Hill Treatment Services,352 State Street,,North Haven,CT,06473,203-781-4600,,,,,SA SUMH * OP OIT OMB * MU * INPE * PMAT * AUINPE * OTP MM MOA * DSF METH MHIV MHCV CLND MMD MPEP NRT NSC * ANG BIA CBT CMI MOTI RELP SACA TELE TRC TWFA * PVTN * STAG STMH STDH CARF SOTP DEA * MC MD MI PI SF SI * SS * TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * BABA DAOF DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * HAV HBV * SMPD * YAD ADLT * FEM MALE * OUDO * AH SP * VPPD * ACU CM DVFP EIH MHS SSD TA IPC SPS
Aware Recovery Care of Connecticut,,556 Washington Avenue,Unit 201,North Haven,CT,06473,203-779-5799,,,,,SA DT SUMH * OP OD OIT OMB ORT * BU NU * INPE RPE PC * ACMA PMAT * AUINPE AURPE AUPC * DB BUM UB MOA MWS * ACM DSF BWN BWON NXN VTRL * ANG BIA CBT CMI MOTI RELP SACA TELE * PVTP * STDH JC * PI SF * GL * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * BABA DAUT * DP NOE OFD * RC PEER * TGD * ADTX BDTX CDTX MDTX ODTX MDET * HEOH SAE TCC ICO FCO MCO VOC * SMPD * YAD ADLT * FEM MALE * VPPD * CM MHS SSD IPC SPS
Stonington Institute,,75 Swantown Hill Road,,North Stonington,CT,06359,860-445-3695,860-445-3001,860-445-3052,,,SA DT SUMH * RES RD RS * BU NU * PC * ACMA PMAT * AURPE * DB BUM UB UN RPN MOA DLC * DSF BWN NXN VTRL CLND MMD NRT NSC * ANG BIA CBT MOTI RELP SACA TRC TWFA * PVTP * STDH JC DEA * MD MI PI SF SI * WN PW MN SE GL VET ADM MF CO COPSU HV TRMA * CMHA CSAA MHPA STU SSA SMHD * BABA DAUT HIVT TBS HBT HCT * ACC DP NOE OFD * SHG HS AOSS EMP * ADTX BDTX CDTX ODTX MDET * HEOH SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * AH * VPPD * CM MHS SSD TA SPS
Child And Family Services,Norwalk Office,259 Westport Avenue,,Norwalk,CT,06851,203-394-6529,203-394-6529 x3084,,,,SA SUMH * OP ORT * INPE RPE PC * ACMA * AUINPE AURPE AUPC * MOA * MMD * ANG BIA CBT CMI CRV MOTI RELP SACA TELE TRC * PVTN * STAG STMH STDH * FSA MD PI SF SI SAMF * PA SS * AD TAY CO XA TRMA * CMHA CSAA ISC OPC STU SSA SMHD * BABA DAOF DAUT * ACC DP NOE * SHG HS AOSS RC PEER EMP * TGD * TAEC SAE TCC ICO GCO FCO VOC * SMOP * CHLD YAD ADLT * FEM MALE * SP * VAPP * CM MHS SSD TA SPS
Connecticut Counseling Centers Inc,Norwalk Clinic,20 North Main Street,3rd Floor,Norwalk,CT,06854,203-838-6508 x6238,203-838-6508 x6221,,,,SA DT * OP OD OIT OMB ORT * MU NU * RPE * ACMA PMAT * AUINPE * OTP DM MM MOA MWS * ACM METH NXN VTRL CLND MMD NSC * CBT MOTI MXM RELP SACA TELE TRC * PVTN * STAG STMH STDH CARF FQHC SOTP DEA * FSA MC MD PI SF * SS * WN MN CJ CO TRMA * CMHA CSAA OPC MHPA STU SSA SMHD * BABA DAOF DAUT HIVT TBS HBT HCT * DP NOE OFD * HS AOSS PEER * ODTX MDET * HAEC TAEC HEOH SAE ICO GCO FCO MCO * SMOP * YAD ADLT * FEM MALE * SP * VAPP * EIH MHS
Connecticut Renaissance Inc,Behavioral Health OP Clinic,4 Byington Place,,Norwalk,CT,06850,203-866-2541,,,,,SA * OP OIT OMB ORT * BU NU * INPE PC * PMAT * AUINPE AUPC * BUM UB UN RPN MOA * ACM DSF BWN NXN CLND MMD NRT NSC * ANG BIA CBT MOTI MXM RELP SACA TELE TRC * PVTN * STDH CARF * FSA MC MD PI SF * PA SS * AD TAY WN MN SE GL VET CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC STU SSA SMHD * BABA DAOF DAUT * ACC DP NOE OFD * AOSS * TGD TOD * SAE TCC ICO GCO FCO MCO * SMON * CHLD ADLT * FEM MALE * VAPN * MHS SSD SPS
Family and Childrens Agency Inc,Project Reward,9 Mott Avenue,,Norwalk,CT,06850,203-855-8765,203-523-5793,,,,SA SUMH * OP OIT ORT * NU * PC * ACMA * AUINPE AUPC * RPN MOA * NXN CLND MMD * ANG CBT MOTI RELP SACA TELE TRC TWFA * PVTN * STAG STMH STDH COA * FSA MD SF * WN PW CO XA DV TRMA * CMHA CSAA ISC STU SSA SMHD * BABA DAOF DAUT * ACC DP NOE * HS AOSS PEER EMP * SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT SNR * FEM * VPPD * CM CCC MHS SSD TA SPS
Connection Center for Behavioral Hlth,Behavioral Health,67 Church Street,2nd Floor,Norwich,CT,06360,860-425-5258,855-435-7955,,,,SA SUMH * OP OIT OMB ORT * BU NU * RPE PC * ACMA PMAT * AUPC * BUM UB UN RPN MOA MWS * ACM DSF BWN BWON BERI NXN VTRL LFXD CLND MMD NSC * ANG BIA CBT MOTI RELP SACA TELE TRC * PVTN * STAG STMH STDH COA * FSA MC MD PI SF SI * SS * WN PW MN CJ CO XA DV TRMA * CMHA CSAA ISC OPC STU SSA SMHD * BABA DAOF DAUT * ACC DP NOE * HS AOSS * TGD TOD * HEOH SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * AH * VPPD * CM CCC DVFP MHS SSD TA SPS
Root Center for Advanced Recovery,Norwich Clinic,772 West Thames Street,,Norwich,CT,06360,860-886-0446,800-862-2181,,,,SA SUMH * OP ODT OIT OMB ORT * MU BU NU * PMAT * AUINPE * BUM OTP MM UB PAIN MWS * METH BSDM BWON BERI MHCV LFXD CLND MMD NSC * BIA CBT CMI MOTI RELP SACA TELE TRC TWFA * PVTN * STAG STMH STDH CARF SOTP * MC MD PI SF * SS * WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD * BABA DAOF DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO * HAV HBV * SMON * YAD ADLT * FEM MALE * VAPN * CM EIH MHS SSD TA IPC
SE Council on Alc and Drug Dep Inc,SCADD/Altruism House/Male,313 Main Street,,Norwich,CT,06360,860-447-1717,,,,,SA HH SUMH * RES RL * NU * INPE PC * ACMA * AUINPE AUPC * MOA MWS * RELP SACA * PVTN * STAG STMH STDH * FSA MD SF * MN SE * CSAA STU SSA SMHD * BABA DAOF DAUT * ACC DP NOE * SHG HS AOSS RC PEER EMP * HEOH SAE TCC ICO GCO * HBV * SMPD * YAD ADLT SNR * MALE * AH * VPPD * CM SSD SPS
United Community and Family Services,,47 Town Street,,Norwich,CT,06360,860-822-4237 x1409,,,,,SA SUMH * OP OMB ORT * BU NU * INPE RPE * PMAT * AUINPE AURPE * BUM UB UN MOA * DSF BWN NXN VTRL MMD * ANG BIA CBT MOTI RELP SACA TELE TRC * PVTN * STDH FQHC * FSA MC MD MI PI SF * PA SS * AD TAY WN MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD * DAUT HIVT STDT TBS MST HBT HCT * DP NOE * HS AOSS RC PEER EMP * TGD TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMON * ADLT SNR * FEM MALE * VAPN * CM EIH MHS SSD TA IPC SPS
Child and Family Agency of,Southeastern CT,37 South Broad Street,,Pawcatuck,CT,06379,860-437-4550,,,,,SA * OP ORT * ACMA * AURPE * NOOP * CLND MMD * ANG BIA CBT CMI MOTI SACA TELE TRC * PVTN * STMH STDH * FSA MD MI PI SF SI * SS * ISC OPC STU SSA SMHD * ACC DP NOE OFD * SAE ICO GCO FCO MCO * SMPD * CHLD ADLT * FEM MALE * VPPD * CM DVFP MHS SSD SPS
Community Health Resources,Putnam Pathways/New Life,391 Pomfret Street,,Putnam,CT,06260,877-884-3571,,,,,SA SUMH * OP RES OMB ORT RL RS * MU BU NU * PMAT * AUPC * BUM OTP MM UB UN * ACM DSF METH BWN BWON BERI NXN VTRL CLND MMD NRT NSC * ANG CBT CMI MOTI MXM RELP SACA TELE TRC TWFA * PVTN * STAG STMH STDH JC SOTP DEA * FSA MC MD MI PI SF SI * SS * WN PW GL CO XA TRMA * CMHA CSAA MHPA STU SSA SMHD * BABA DAUT TBS * ACC DP NOE OFD * HS AOSS PEER * TGD * HAEC TAEC HEOH SAE TCC ICO GCO FCO * SMON * YAD ADLT * FEM MALE * AH * VAPN * ACU BC CM DVFP MHS SSD TA SPS
MCCA Trinity Glen Mens Program,,149 West Cornwall Road,,Sharon,CT,06069,860-672-6689,,860-672-6680,,,SA SUMH * RES RL * BU NU * RPE * ACMA PMAT * AURPE * BUM UB UN RPN PAIN MOA MWS * ACM BWN BWON NXN VTRL MMD NRT NSC * ANG CBT RELP SACA TELE TRC TWFA * PVTN * STAG STMH STDH CARF * FSA MD SF * MN CO * CMHA CSAA STU SSA SMHD * BABA DAUT TBS * ACC DP NOE * SHG HS AOSS PEER EMP * TGD * SAE TCC ICO GCO FCO MCO VOC * SMPD * YAD ADLT SNR * MALE * VAPN * ACU CM DVFP MHS SSD TA
Stafford Family Services,,21 Hyde Park Road,,Stafford Springs,CT,06076,860-684-4239,,,,,SA SUMH * OP ORT * NU * PC * ACMA PMAT * AUPC * RPN MOA * ACM NXN VTRL CLND MMD NRT * ANG MOTI SACA TRC * LCCG * STDH * FSA MD MI PI SF * PA SS * CMHA OPC STU SSA SMHD * ACC DP * TGD TOD * HAEC HEOH SAE ICO GCO FCO MCO * SMOP * ADLT SNR * FEM MALE * VAPP * DVFP MHS
Liberation Programs Inc,Liberation House,119 Main Street,,Stamford,CT,06901,203-399-6184,203-953-3367,,,,SA SUMH * RES RL * MU BU NU * INPE PC * ACMA PMAT * AUINPE * BUM OTP MM UB UN RPN MOA * ACM DSF METH BWN NXN VTRL CLND MMD NRT NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC TWFA * PVTN * STAG STMH STDH CARF * FSA MC MD PI SF SI * MN SE CJ CO HV * CMHA CSAA MHPA STU SSA SMHD * BABA DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP NOE OFD * SHG HS AOSS RC PEER * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT SNR * MALE * SP * VAPN * CM EIH MHS SSD TA IPC SPS
Liberation Programs Inc,Main Street Clinic,117 Main Street,,Stamford,CT,06901,203-391-7906,203-391-7940,,,,SA SUMH * OP OIT OMB ORT * BU NU * ACMA PMAT * AUPC * BUM OTP UN RPN MWS * ACM DSF BSDM BWN BERI VTRL MMD NRT NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TRC * PVTN * STAG STMH STDH CARF SOTP DEA * FSA MC MD MI PI SF SI SAMF * WN CJ CO HV TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * BABA DAOF DAUT HIVT STDT HBT HCT * ACC DP NOE * HS AOSS RC PEER * TGD TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMOP * YAD ADLT * FEM MALE * AH SP FX * F19 * VAPP * MHS SSD SPS
Liberation Programs Inc,Stamford Methadone,115 Main Street,,Stamford,CT,06901,203-391-7906,203-391-7940,,,,SA DT SUMH * OP OD OIT OMB ORT * MU NU * ACMA PMAT * AUPC * OTP DM MM UN MWS * ACM DSF METH VTRL NRT NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TRC * PVTN * STAG STMH STDH CARF SOTP DEA * FSA MC MD MI PI SF SI SAMF * WN CJ CO HV TRMA * CSAA ISC OPC MHPA STU SSA PIEC * BABA DAOF DAUT HIVT STDT HBT HCT * ACC DP NOE * HS AOSS RC PEER * TGD TOD * ODTX * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMOP * YAD ADLT * FEM MALE * AH SP FX * F19 * VAPP * MHS SSD SPS
Family Resource Associates LLC,,3300 Main Street,,Stratford,CT,06614,203-378-4514 x0,203-378-4514 x101,,,,SA SUMH * OP OIT ORT * ACMA * AUPC * NMOA * ANG BIA CBT RELP SACA TRC TWFA * PVTP * STAG STDH * MC MD MI PI SF SI * CSAA ISC STU SSA SMHD * BABA DAUT * ACC DP * SHG AOSS PEER EMP * TGD TOD * SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * VAPN * CM DVFP MHS SSD
Recovery Network of Programs Inc,Center for Human Services,2 Research Drive,,Stratford,CT,06615,203-386-8802,,,,,SA SUMH * OP OIT OMB ORT * MU BU NU * PMAT * AUINPE * BUM OTP MM UB UN RPN MWS * METH BWN BWON NXN VTRL MMD MPEP NRT * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TELE TRC TWFA * PVTN * STAG STMH STDH CARF FQHC SOTP DEA * FSA MC MD PI SF SI SAMF * SS * TAY WN PW MN SE CJ CO HV TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD * BABA DAOF DAUT HIVT TBS HCT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * TGD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * AH SP NX FX * F4 F17 F19 F25 F28 F30 F31 F35 F36 F37 F42 F43 F47 F66 F67 F70 F81 F92 N24 N40 * VPPD * ACU CM EIH MHS SSD TA SPS
Apex Community Care,,601 South Main Street,,Torrington,CT,06790,860-412-5100,,,,,SA * OP OIT OMB ORT * BU NU * PMAT * AURPE * BUM UB UN * DSF BWN NXN VTRL MHIV MHCV MMD MPEP NRT * BIA CBT MOTI RELP SACA TELE TRC * PVTN * STAG STMH STDH * FSA MC MD SF * SS * TAY WN MN GL CO COPSU HV XA TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * BABA DAUT HIVT STDT TBS MST HCT * ACC DP NOE OFD * HS AOSS RC EMP * TGD TOD * HAEC HEOH SAE ICO GCO FCO MCO * HBV * SMPD * YAD ADLT * FEM MALE * SP * VPPD * ACU CM EIH MHS SSD TA IPC
McCall Behavioral Health Network,Carnes Weeks Center/Intensive Resid,58 High Street,,Torrington,CT,06790,860-496-2107,860-618-6297,,,,SA * RES RS * BU NU * INPE PC * PMAT * AUINPE AUPC * BUM UB RPN MOA * ACM DSF BWN BWON BERI NXN MMD NRT NSC * ANG CBT MOTI MXM RELP SACA TELE TRC * PVTN * STAG STDH CARF * FSA MD MI PI SF * WN MN TRMA * CSAA STU SSA SMHD * BABA DAOF DAUT * ACC DP NOE OFD * SHG HS AOSS RC PEER * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * VAPN * CM EIH MHS SSD TA
McCall Behavioral Health Network,McCall House,127 Migeon Avenue,,Torrington,CT,06790,860-496-2105,860-618-6297,,,,SA HH * RES RL * INPE PC * ACMA * AUINPE AUPC * MOA * ANG CBT MOTI RELP SACA TRC * PVTN * STAG STMH STDH CARF * FSA MD SF SI * WN MN CO TRMA * CMHA CSAA STU SSA SMHD * BABA DAOF DAUT * ACC DP NOE OFD * HS AOSS RC PEER EMP * SAE ICO GCO FCO MCO VOC * SMPD * YAD ADLT * FEM MALE * VPPD * CM SSD
McCall Behavioral Health Network,Outpatient Clinic,58 High Street,,Torrington,CT,06790,860-496-2100,,860-496-2103,,,SA * OP OIT OMB ORT * BU NU * INPE PC * ACMA PMAT * AUINPE AUPC * BUM UB UN RPN MOA MWS * ACM DSF BSDM BWN BWON BERI NXN VTRL CLND MMD NRT NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTN * STAG STDH CARF * FSA MC MD MI PI SF SI SAMF * SS * AD TAY WN MN CO TRMA * CMHA CSAA ISC OPC STU SSA SMHD * BABA DAOF DAUT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * TGD TOD * SAE TCC ICO GCO FCO MCO * SMPD * CHLD ADLT * FEM MALE * VPPD * ACU CM DVFP MHS SSD
Midwestern CT Council of Alcoholism,Torrington,410 Winsted Road,,Torrington,CT,06790,860-482-2613 x2400,,,,,SA * OP OIT ORT * BU NU * PC * ACMA PMAT * AUINPE AUPC * BUM UB UN RPN MOA * ACM DSF BWN BERI NXN VTRL CLND MMD * ANG BIA CBT MOTI RELP SACA TELE TRC * PVTN * STAG STMH STDH CARF * FSA MD PI SF SI * SS * TAY WN MN GL CJ CO DV TRMA * CSAA OPC STU SSA SMHD * BABA DAOF DAUT * ACC DP NOE OFD * HS AOSS RC PEER * SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * DU * AH * VPPD * CM MHS SSD SPS
Root Center for Advanced Recovery,Hartford Dispensary/Torrington Clinic,140 Commercial Boulevard,,Torrington,CT,06790,860-482-8796,,800-862-2181,,,SA SUMH * OP OIT OMB ORT * MU BU NU * NAUT ACMA PMAT * AUPC * BUM OTP MM UB UN PAIN * DSF METH BSDM BWN BWON BERI NXN MHCV LFXD CLND MMD NSC * BIA CBT MOTI RELP SACA TELE TRC TWFA * PVTN * STAG STMH STDH CARF * FSA MC MD PI SF * SS * WN PW MN SE GL VET CJ CO COPSU HV XA DV TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD * BABA DAOF DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO * HAV HBV * SMON * YAD ADLT * FEM MALE * AH SP * VAPN * CM EIH MHS SSD TA IPC
Hockanum Valley Community Council Inc,,27 Naek Road,Suite 4,Vernon Rockville,CT,06066,860-872-9825,,,,,SA SUMH * OP OMB ORT * BU NU * INPE PC * NAUT PMAT * AURPE AUPC * BUM UB UN RPN MOA * ACM DSF BWN BWON NXN LFXD CLND MMD NRT NSC * ANG BIA CBT MOTI RELP SACA TELE TRC * PVTN * STAG STMH STDH * FSA MC MD MI PI SF SI * SS * WN MN SE CJ CO DV * CMHA CSAA OPC STU SSA SMHD * BABA DAUT * ACC DP NOE OFD * HS AOSS EMP * TOD * SAE TCC ICO GCO FCO MCO VOC * SMPD * CHLD ADLT * FEM MALE * AH * VPPD * CM DVFP MHS SSD TA SPS
Natchaug Hospital Inc,River East Day Hospital and Trt Center,428 Hartford Turnpike,Suite 105,Vernon Rockville,CT,06066,860-858-4947,,,,,SA DT SUMH * OP OD ODT OIT OMB * PSYH * BU NU * INPE PC * ACMA PMAT * AUINPE AUPC * DB BUM UB UN RPN MOA DLC MWS * ACM DSF BWN BWON NXN VTRL CLND MMD NRT NSC * ANG CBT MOTI RELP SACA TRC * PVTN * STAG STMH STDH HLA JC * MC MD MI PI SF * TAY CO * CMHA CSAA ISC SSA SMHD * BABA DAOF DAUT * ACC DP NOE OFD * AOSS * TOD * ODTX MDET * SAE GCO * SMPD * YAD ADLT * FEM MALE * AH * VPPD * CM MHS TA SPS
